11214995,"[2836213360, 104542314]"
11215002,"[104542314, 5116145177]"
11215676,"[104542315, 11215677]"
11215677,"[11215676, 1189624492]"
11215678,"[1189624492, 11215679]"
11215679,"[11215678, 11215680]"
11215680,"[11215679, 11215682]"
11215682,"[1888703302, 11215680, 11215683]"
11215683,"[1888703324, 11215682, 11215938]"
11215938,"[11215940, 11215683, 1189620572]"
11215940,"[11215938, 1189620714]"
11215955,"[1189620572, 3292806528]"
11216042,"[3292806528, 11216047]"
11216047,"[11216042, 11216052]"
11216052,"[1914217602, 11216047, 11216101]"
11216089,"[11216090, 11216213]"
11216090,"[1914217804, 11216089]"
11216101,"[11216052, 1914217804]"
11216207,"[3178234925, 424188291, 424188289]"
11216208,"[3178234758, 424188337, 424188339]"
11216213,"[11216089, 3178234758]"
11216329,"[834419026, 3178234714, 1914177051]"
11216330,"[834419026, 11216331]"
11216331,"[11216330, 3898731782]"
11216434,"[11216435, 3898731784]"
11216435,"[11216436, 11216434]"
11216436,"[11216437, 11216435]"
11216437,"[3901554391, 11216436]"
11216777,"[3898731784, 3898731785]"
11216840,[834419091]
11218462,"[1326373075, 1591162408]"
11218497,"[1591162417, 1326372819, 1326372731, 2674648504]"
11218503,"[1326372959, 1591162436, 1326372601]"
11218509,"[1591162438, 1591162439]"
11218575,"[1366956649, 1952501956, 5302422172]"
11218626,"[5302422155, 11218645]"
11218637,"[1189204125, 3185479024, 2448119617]"
11218638,"[2448119651, 11218646, 2448119643]"
11218639,"[1189204405, 1189204984, 1189204339]"
11218641,"[3730932864, 1189204984]"
11218643,"[1191939685, 1366956732]"
11218645,"[11218626, 1191417876]"
11218646,"[1189260474, 11218638, 11218648]"
11218648,"[11218646, 11218654]"
11218654,"[11218648, 11218659]"
11218659,"[11218654, 919767904]"
11218665,"[919768582, 919768090]"
11218670,"[919768090, 11218676]"
11218676,"[11218670, 11218765]"
11218762,"[11218765, 919767375]"
11218763,"[919768615, 919768504]"
11218765,"[11218762, 11218676]"
11218934,"[1814660499, 1170283968]"
11218935,"[1814773034, 1814660473, 3913563344, 1814660499]"
11218936,"[1814773084, 1814773016]"
11218986,"[1814772876, 2483326004]"
11218992,"[1836133542, 5406625545]"
11218997,"[5406625545, 1836133472]"
11219018,"[1836133472, 1836133547]"
11219020,"[11219035, 3872564120]"
11219028,"[2480140552, 11219177]"
11219035,"[1836133547, 11219020]"
11219087,"[297506202, 303834090, 393144767]"
11219092,"[11221204, 2483325309]"
11219177,"[432651150, 432651101, 11219028]"
11219306,"[11219324, 251661171]"
11219313,"[297506307, 3618503690]"
11219324,"[387151213, 11219306]"
11219531,"[3618532907, 11219573]"
11219573,"[11219531, 11219574]"
11219574,"[11219573, 1594317939]"
11219576,"[1594317939, 2498521185]"
11219960,[913246974]
11221121,"[11213903, 1600838452]"
11221127,"[1600838452, 11221201]"
11221201,"[11221127, 11221202]"
11221202,"[11221201, 11221203]"
11221203,"[11221202, 11221204]"
11221204,"[11221203, 11219092]"
27069637,"[303816195, 432651219]"
27070995,"[1527882094, 1527882098]"
27070998,"[4014983401, 1326393275]"
27070999,"[1527881923, 1527881918, 11214565]"
94554529,"[244255764, 244255766]"
98804941,"[2845695677, 919767520]"
98804942,"[919768115, 1923620335, 1192635068, 1192636165]"
98804943,"[2006930165, 2006930168]"
98804945,"[3353463892, 1192635789]"
98804946,"[834413625, 920167596]"
98804947,"[4167144689, 920167624]"
98804949,"[2473574392, 1192635943, 2473574628]"
98804950,"[2473580724, 1192635326]"
98805314,"[4221557601, 4291869471]"
98807313,[1392093175]
104537686,"[4679879707, 4679879703, 1175679292, 1168369405]"
104537691,"[919768423, 1141381724]"
104537694,"[2845695371, 2845695373, 2845695372]"
104537696,"[2845695472, 2845695487]"
104537697,"[2845695659, 2845695662]"
104540644,"[2674648488, 1527882099, 4014983404]"
104542312,"[1326292361, 1326292336]"
104542313,"[11214941, 11214980]"
104542314,"[11214995, 11215002]"
104542315,"[5116145177, 11215676]"
135511123,"[387151223, 1170309161, 387151233]"
135511124,"[1170309161, 1170309220]"
135511126,"[1170309220, 135511128]"
135511128,"[135511126, 387151224]"
135511129,"[387151224, 387151225]"
135511130,"[387151225, 387151226]"
135511132,"[387151226, 3286854146]"
135511133,"[3286854146, 3286854105]"
135511135,"[387151227, 387151228]"
135511137,"[387151228, 387151229]"
135511138,"[387151229, 1170283890]"
135511140,"[1170283675, 135511141]"
135511141,"[135511140, 135511143]"
135511143,"[135511141, 3872564271]"
135511144,"[387151230, 3979701583]"
135511146,"[3872564272, 3979701584]"
135511147,"[387151232, 1170283815]"
135521905,"[4644195389, 4014983390]"
135522567,"[1527881974, 1527881984]"
152788190,"[919767515, 1293727562]"
152788552,"[2690934497, 2694471288, 3217113770, 2845695393]"
152790686,"[2694470392, 834413911, 2694470402]"
152790690,"[2694469294, 2694469224]"
228333304,"[919768340, 11213459]"
228333540,"[1132969620, 2845695457, 1192635664]"
244255733,"[1193461458, 2473578732, 1193462987]"
244255764,"[94554529, 424188390]"
244255766,"[244255768, 94554529]"
244255768,"[4209149882, 244255766]"
247389832,"[1141382739, 919766758]"
247389833,"[1925279671, 919768442]"
247389862,"[920074127, 1164300756]"
247389863,"[1925279727, 920065384]"
247389864,"[1326472205, 1178998086, 1326472170]"
249496485,"[1326292364, 1189624030]"
249496490,"[1189830206, 1189623510]"
251661171,"[11219306, 432651227]"
251661870,"[303816254, 387151223]"
270381234,"[1163276404, 3224806224, 3224806220]"
270381235,"[1159043956, 920089081]"
270381236,"[920065305, 303821280]"
270381237,"[303821280, 3224712075]"
270381238,"[1159043886, 1159043227, 920167317]"
270381239,"[1159105070, 1159105153]"
270381240,"[566171181, 1159104797]"
270381241,"[303825595, 1159105281]"
270381242,"[920065337, 1159104794, 270381243]"
270381243,"[270381242, 1159105246]"
270381244,"[4228930390, 1160010040]"
270381245,"[1160010300, 920065394]"
270381246,"[920065394, 2571239081]"
270381247,"[5223629409, 1160010125]"
270381248,"[1160010125, 580042067]"
270381249,"[1160010366, 1160010186]"
270381250,"[303825721, 271935934]"
270381841,"[1297763650, 1192636218, 1297764105]"
270381842,"[1287608430, 1244646696, 1287608645]"
270381843,"[3726529593, 1923582612]"
270381844,"[1923582605, 834413639]"
270381845,"[920594212, 1923582610, 1923582608]"
270381846,"[834413641, 834413644]"
270381847,"[1192634864, 2839509197, 3225014938]"
270381849,"[1287569618, 1287569684, 1287569590]"
270381850,"[1287569590, 270381851]"
270381851,"[1287652239, 1287652153, 1192949946, 270381850]"
270381852,"[920167188, 1192950672]"
270381853,"[920167985, 1925237544]"
270381854,"[919767088, 920548461]"
270381855,"[1285387361, 920549023, 920548868, 1189204799]"
270381856,"[920549179, 304929687]"
270382231,"[303821736, 1307869645, 1149837896, 1299918357, 1142823192]"
270382233,"[1307869697, 1307869964]"
270382234,"[1271869129, 1271869128, 1137829690, 1271869124, 1271869125, 1924932778]"
271935934,"[270381250, 1527902996]"
271936098,[1527902881]
271936100,"[303828880, 4270152732]"
271936103,"[1527902649, 1527902752]"
271936413,"[1297257211, 3217226421]"
271936414,"[271936415, 3217226424]"
271936415,"[271936416, 271936414]"
271936416,"[271936417, 271936415]"
271936417,"[1137829148, 271936416]"
271936420,"[919767406, 1137828966]"
271936421,"[1137829284, 3217266151]"
271936422,"[1137829369, 1137829284]"
271936425,"[297504455, 3842492619, 1833958324]"
271936427,"[2500270626, 4407825855]"
271936428,"[1257225910, 271936429]"
271936429,"[271936428, 4771778374]"
271936430,"[1296635764, 11213551, 1296639448, 1296637101]"
271936432,"[1141382159, 1925237504, 1141382790]"
271936435,[1281221918]
271936437,"[919767872, 2845695351, 411369238]"
271936438,"[919766952, 3220073777, 2845695364]"
271936439,"[2845695409, 2845695422]"
271936447,"[2845695666, 2845695669]"
271936449,"[920116287, 2845695666]"
271936451,"[2845695652, 2845695655]"
271936453,"[2845695641, 2845695650]"
271936458,"[920116410, 3372868487]"
271936459,"[2845695473, 2845695478, 2845695485]"
271936462,"[2845695633, 2845695626]"
271936463,"[2845695667, 4546695932]"
271936665,"[2845695674, 2845695675]"
271936666,"[2845695675, 2845695677]"
271936763,"[1293860835, 4074634791, 4074634802, 919768000]"
271936764,"[919767462, 1293830243]"
271936820,"[1141381875, 1141381744, 1141381974, 1141382057]"
271936845,"[919768269, 11213448]"
271936873,"[919766838, 1137774606, 1137774707]"
271936940,"[919766887, 919768257]"
271936941,"[2694417187, 2694417192]"
271936944,"[919768705, 919767059]"
271936946,"[920088381, 1877288729]"
271936948,"[2463481836, 1141204720]"
271936949,"[1141204720, 1137774570]"
271936950,"[1137774570, 1137828978]"
271936951,"[919768446, 4771683883, 1137828978]"
271936953,"[1298576456, 919767614]"
271936954,"[271936955, 1298314262]"
271936955,"[1138026820, 1298564245, 271936954]"
271936956,"[1136510083, 1136510395, 1136509902]"
271936958,"[1298540033, 1136510199, 1136509985]"
287497102,"[5352691168, 4291869470]"
287497103,"[4291869472, 5352691168]"
287497114,"[1191939667, 1196691194]"
287497137,"[3178234870, 3178234764]"
287497138,"[287497139, 424188291]"
287497139,"[424188294, 287497138]"
297504455,"[271936425, 1137829820, 920088092, 297504464]"
297504464,"[297504465, 3842492620, 3842492619, 297504455]"
297504465,"[297504464, 1137829820, 1137829313, 1137829599]"
297504466,"[1137829313, 297504467]"
297504467,[297504466]
297506198,"[297506367, 297506307]"
297506202,"[11219087, 1594851361]"
297506307,"[297506198, 303815847, 11219313]"
297506367,"[1594851361, 297506198]"
303815762,"[1286905466, 2499253874]"
303815821,"[3191149693, 913246550]"
303815847,"[393144762, 297506307]"
303815852,"[432651961, 393144762]"
303815939,"[2498521334, 2498522217]"
303816195,"[303816232, 27069637]"
303816232,"[303816195, 303834128]"
303816254,"[251661870, 393144767]"
303821218,"[5223674517, 4142938436]"
303821229,"[920088226, 1307798156]"
303821238,"[1668275751, 1321439387, 1321439376, 1307869502]"
303821248,"[1280172547, 1158045170, 1302336626, 1321439410]"
303821280,"[270381237, 270381236, 5016077070]"
303821647,"[919768719, 580043551]"
303821689,"[4771778378, 1132970063, 1257275883]"
303821736,"[1299918216, 270382231]"
303821741,"[1300993016, 1149837656, 1314906763, 1149837879]"
303821752,"[1300936593, 1296942581, 303821753]"
303821753,"[1300993058, 303821752, 1298787874]"
303821782,"[919767906, 1296942850, 1296942618, 1296942808]"
303821805,"[1298789794, 1298789965]"
303821859,"[1132969593, 1298788693, 920074017]"
303821861,"[1296639904, 1298314254, 1147346840]"
303821912,"[1138027128, 1147346825]"
303821997,"[4771323124, 1145494096, 1298816590]"
303822097,"[1298817435, 1298817436]"
303822152,[1298817434]
303825543,"[1147346832, 1147346799, 1138026930]"
303825587,"[303825595, 1159104794]"
303825595,"[270381241, 303825587]"
303825612,"[1159105090, 920167302]"
303825614,"[1159105115, 1159105242]"
303825617,"[1159105301, 1159105090]"
303825624,"[920167317, 920167196]"
303825686,"[580042119, 1160010300]"
303825702,"[1160010738, 4285671346]"
303825710,"[580042067, 4228930389]"
303825721,"[1160010186, 270381250]"
303828880,"[271936100, 1527902939]"
303829513,"[1527902436, 1527902431]"
303829528,"[1527881958, 1527881942]"
303829654,"[303829751, 3969475963, 1160010983]"
303829697,"[1160010983, 303829776]"
303829725,"[303829776, 1097157310]"
303829751,"[11214552, 303829654, 1097157310]"
303829776,"[303829697, 303829725]"
303834068,"[432651971, 303834090]"
303834090,"[303834068, 11219087, 1594851373]"
303834128,"[303816232, 432651971]"
303838900,"[2499245389, 1286905467]"
304929686,"[304929687, 920548253]"
304929687,"[270381856, 304929686]"
304929688,"[11213485, 920549179]"
304929693,"[1192950691, 1285387119]"
304929694,"[1285387119, 1285387263]"
304930212,"[2619843436, 2619843438, 2619843434, 2619843437, 1137774619, 2619843431]"
304931343,"[11213641, 1136509985]"
304931357,"[2694415896, 1296635500, 2694415881]"
304931372,"[1296636541, 2694416406]"
307495574,"[1181491945, 2004670296]"
307495579,"[424188256, 2004670319]"
307495630,"[2004670303, 1193463402]"
307495861,"[4213998455, 1181491945]"
307495863,"[1181493193, 1181489464]"
307495864,"[1181492233, 1181490079]"
307495865,"[307495867, 1181488981]"
307495867,"[1181492376, 307495865]"
307495868,"[1181491791, 1181492376]"
307495869,"[1181493057, 1181489249]"
307495871,"[411369214, 411369212]"
307495872,"[1181489915, 1181490562]"
307495873,"[1181492049, 1181489915]"
307495874,"[1181491330, 411369215]"
307495875,"[1181488709, 411369216]"
307495876,"[1181492727, 411369217]"
307495878,"[1181490218, 411369218]"
307495879,"[1181491732, 1181489546]"
307495880,"[1181492330, 1181493017]"
307495881,"[1181489871, 1181492330]"
307495883,"[1181491252, 1181489189]"
307495885,"[1181490519, 411369222]"
307495887,"[307495888, 1181488908]"
307495888,"[1183571059, 307495887]"
307495889,"[1181492856, 1181489244]"
307495891,"[1181490338, 1181491788, 411369224]"
307495892,"[1181488758, 3621996366, 1181490091]"
308304330,"[3725931826, 2434057036]"
308304331,"[2249753486, 2475195943]"
308304332,"[1289547327, 1181490567]"
308304333,"[1194701712, 1289548211, 1181490533]"
308304334,"[1181493034, 1194701768]"
308304335,"[1194701768, 1194701555]"
308304336,"[1194701555, 1444368600]"
308304337,"[1444368600, 1444368597]"
308304338,"[1444368597, 3191159427]"
312991319,"[1189042255, 919766600]"
312992316,[312992317]
312992317,"[312992316, 1106538852]"
312992318,"[5061407153, 312992319]"
312992319,"[312992318, 312992320]"
312992320,"[312992319, 1106538992]"
312992321,"[5061407152, 1617854084]"
312992322,"[1617854084, 312992323]"
312992323,"[312992322, 1777256077]"
312992324,"[1777256077, 5061412835]"
312992325,"[5061412836, 312992326]"
312992326,"[312992325, 5061414921]"
312992327,"[5061414921, 1106502115]"
312992328,"[5061414920, 312992329]"
312992329,"[312992328, 312992330]"
312992330,"[312992329, 5061410263]"
312992331,"[5061410263, 1106501612]"
312992332,"[1777256124, 5061397155]"
312992337,"[5071218399, 5071218400]"
312992339,"[393144759, 312992341]"
312992341,"[312992339, 312992342]"
312992342,"[312992341, 5071218402]"
312992343,"[5071218404, 5071218405]"
312992353,"[1838485016, 1309912223]"
312992354,"[1309912223, 312992355]"
312992355,"[312992354, 312992356]"
312992356,"[312992355, 1309912062]"
312992358,"[1309912220, 3287560954]"
312992359,"[3287560954, 1309911743]"
312992360,"[3287560955, 1309911826]"
312992361,"[1309911826, 2571237574]"
312992362,"[2571237575, 2571237578, 3351541767]"
312992363,"[1309911981, 2571237578, 2571237590]"
312992364,"[3351530269, 1189623321]"
312992365,"[1189622835, 1160010815]"
312992366,"[1160009925, 1160010621]"
312992368,"[1160010621, 1527902524]"
312992371,"[1527902779, 1527902664]"
312995211,"[1175858507, 1177109733, 1175679263, 1175859784]"
312995212,"[1168543943, 2006930053, 1168544050]"
312995213,"[1168544098, 1168267403, 1172926665]"
312995214,"[1326805576, 1326805609]"
312995216,"[1142823280, 919768363]"
312996755,"[1139404006, 3734768650, 1321448775]"
312996757,"[1668870416, 4599202982]"
312996759,"[1280287137, 1280287070, 1668870414]"
387151213,"[3618503691, 11219324]"
387151223,"[251661870, 135511123]"
387151224,"[135511128, 135511129]"
387151225,"[135511129, 135511130]"
387151226,"[135511130, 135511132]"
387151227,"[3286854105, 135511135]"
387151228,"[135511135, 135511137]"
387151229,"[135511137, 135511138, 1170283338]"
387151230,"[3872564271, 135511144]"
387151231,"[3979701583, 3872564272]"
387151232,"[3979701584, 135511147]"
387151233,"[135511123, 432651219]"
393144759,"[1777256306, 312992339]"
393144761,"[1594851374, 1594851373]"
393144762,"[303815852, 303815847]"
393144767,"[11219087, 303816254]"
393144825,[913246583]
411369209,"[1181489464, 4213998455]"
411369211,"[1181489249, 1181491791]"
411369212,"[307495871, 1181493057]"
411369213,"[411369214, 1181490562]"
411369214,"[411369213, 307495871]"
411369215,"[1181488658, 1188076175, 307495874, 1181492049]"
411369216,"[307495875, 1181491330]"
411369217,"[307495876, 1181488709]"
411369218,"[307495878, 1181492727]"
411369219,"[1181489546, 1181490218]"
411369220,"[1181490868, 1181491732]"
411369221,"[1181489189, 1181489871]"
411369222,"[307495885, 1181491252]"
411369223,"[1181488908, 1181490519]"
411369224,"[307495891, 1181492856]"
411369225,"[1290901567, 4213998449, 920168142]"
411369226,"[1188076667, 4213998449]"
411369228,"[2845695637, 411375556, 2845695658]"
411369234,"[2845695467, 2845695469]"
411369235,"[411375559, 919768167]"
411369236,"[2845695439, 919767982]"
411369237,"[2845695364, 2845695357]"
411369238,"[4213998446, 271936437]"
411369239,"[920074063, 1141382855]"
411369240,"[1141382855, 1310231664]"
411375555,"[919767971, 2845695648, 2845695643]"
411375556,"[411369228, 2845695648]"
411375558,"[2845695624, 2845695634]"
411375559,"[411369235, 2845695455]"
424188246,"[424188248, 4291869488, 1196691122]"
424188248,"[424188246, 424188250]"
424188250,"[424188248, 424188252]"
424188252,"[424188250, 424188255]"
424188255,"[424188252, 424188256]"
424188256,"[424188255, 1196691122, 307495579]"
424188257,"[1191939607, 2487952595]"
424188258,"[424188259, 690282486]"
424188259,"[424188258, 1191939668]"
424188260,"[1193463402, 1191939472]"
424188268,"[1191939719, 424188271]"
424188271,"[424188268, 4846938804]"
424188273,"[4846938803, 424188275]"
424188275,"[424188273, 1191939748]"
424188289,"[11216207, 4291869477]"
424188291,"[287497138, 11216207]"
424188294,"[2145724973, 287497139]"
424188296,"[1196653424, 2145724976]"
424188324,"[3178234681, 4291869473, 3178234698]"
424188326,"[3178234664, 1914217781]"
424188331,"[3178234628, 3178234663, 3178234678]"
424188332,"[3178234717, 4291869474, 3178234707]"
424188333,"[4291869473, 3178233925, 1914177051, 3178233927]"
424188334,"[1914217760, 3178234744]"
424188335,"[424188336, 3178234744]"
424188336,"[424188335, 4291869476]"
424188337,"[4291869476, 11216208]"
424188339,"[11216208, 424188341]"
424188341,"[424188339, 424188343]"
424188343,"[424188341, 424188345]"
424188345,"[424188343, 424188347]"
424188347,"[424188345, 3999406278]"
424188349,"[3999406278, 424188351]"
424188351,"[424188349, 424188352]"
424188352,"[424188351, 1196653518]"
424188362,"[834413841, 1196809830]"
424188363,"[1196691351, 1191939509]"
424188366,"[1191938718, 1191939509, 424188368]"
424188368,"[424188366, 424188370]"
424188370,"[424188368, 5352944094, 1191939748]"
424188372,"[1191939455, 1193461885]"
424188374,"[5352944096, 5352944098]"
424188376,"[424188379, 1196691151]"
424188379,"[5352944098, 424188376]"
424188381,"[1181489303, 4291869487, 424188388]"
424188384,"[1181490979, 424188386]"
424188386,"[424188384, 1181491393]"
424188388,"[424188381, 1181490979]"
424188390,"[244255764, 4291869488]"
424188391,"[1181491393, 1196691066]"
424188392,"[1196691066, 1196691043]"
424188394,"[1191939162, 1191939657]"
424188396,"[1191939657, 424188404]"
424188404,"[424188396, 1191938614]"
424188406,"[1191938614, 1191939182]"
424188408,"[1191939182, 424188411]"
424188411,"[424188408, 424188413]"
424188413,"[424188411, 424235495]"
424228024,"[4291869469, 4221557601]"
424235494,"[424235495, 3191133407]"
424235495,"[424188413, 424235494]"
424235496,"[1196809795, 1191938579]"
424235497,"[1196931442, 5352944088]"
424235498,"[1196931595, 5352944092]"
432651101,"[432651227, 11219177]"
432651150,"[11219177, 432651961]"
432651219,"[387151233, 27069637]"
432651227,"[251661171, 432651101]"
432651961,"[432651150, 303815852]"
432651971,"[303834128, 303834068]"
504771601,"[1142824579, 1326822339, 919768191, 5120573963]"
504771603,"[920057821, 2484984866, 920065165]"
504771605,"[4403868755, 4403870664]"
504778122,"[1168368723, 1168367578, 1168367697]"
504785393,"[919768563, 1305740747, 1305635636]"
504785396,"[1168999679, 1168999511]"
504785399,"[1177880034, 920087762, 919768367]"
504785404,[1275760333]
566169731,"[1527902540, 1527902539]"
566169732,"[1160009735, 11214141]"
566171161,"[1142823563, 4627760136, 4586683794, 1163429847]"
566171162,"[4627760136, 920168568, 3913563285]"
566171163,"[566171165, 920167651]"
566171165,[566171163]
566171166,"[920168157, 566171167, 566171168, 920167651]"
566171167,"[566171166, 1142822509, 3742471338]"
566171168,"[920167562, 566171169, 920168568, 566171166]"
566171169,"[566171168, 3742471338, 1142824447]"
566171170,"[1280287137, 566171171]"
566171171,[566171170]
566171172,"[1299918270, 4488604386, 1296942653, 1300874135]"
566171173,"[1296942793, 1295683496, 4771323128]"
566171174,"[1295683115, 1613906152, 1295822616]"
566171175,"[1295824144, 1295821958, 1295825846]"
566171176,"[1295825108, 1145494089, 1305215790, 1305187309]"
566171178,"[1159105078, 1159104797, 1159105115]"
566171179,"[566171180, 1159105078]"
566171180,"[566171181, 566171179]"
566171181,"[566171180, 1159105153, 270381240]"
566171184,"[1257141087, 1257141095, 919791500, 1257141090]"
566171185,"[1257141087, 1305215816]"
566171187,"[2690938385, 2690833022, 1281667430]"
566171189,"[2690835597, 2690835810, 2690835649]"
566171191,"[1300493343, 1923674553, 4407825841]"
566171192,"[1300493343, 566171193]"
566171193,[566171192]
580042038,"[1527902972, 1527902970, 1527902974]"
580042043,"[1527902976, 580042046]"
580042046,"[580042043, 1160009990]"
580042049,"[1160009990, 1160009768]"
580042052,"[1160010993, 1160010609]"
580042056,"[1160010390, 1160010156]"
580042059,"[1160010156, 1160009741]"
580042062,"[1160009741, 1160010978]"
580042065,"[1160010978, 580042086, 3191461060, 1160010583]"
580042067,"[270381248, 303825710, 580042110, 580042068]"
580042068,"[580042067, 1160009730]"
580042071,"[1160009730, 1160010963]"
580042073,"[1160010963, 580042077]"
580042077,"[3191465361, 580042073, 3191465171]"
580042081,"[3191461056, 3191461054]"
580042084,"[1160010778, 1160010583]"
580042086,"[580042065, 3621925170]"
580042088,"[3621925170, 1160010349]"
580042090,"[1160010349, 580042094]"
580042094,"[580042090, 3621925167]"
580042096,"[3621925167, 580042098]"
580042098,"[580042096, 580042100]"
580042100,"[580042098, 580042102]"
580042102,"[580042100, 1160010103]"
580042105,"[1160010103, 580042107]"
580042107,[580042105]
580042110,"[5223629424, 580042067]"
580042112,"[580042114, 1160009772]"
580042114,"[1160011005, 580042112]"
580042117,"[1160011005, 2571239035, 3287607095]"
580042119,"[580042206, 303825686, 580042122]"
580042122,"[580042119, 580042124]"
580042124,"[580042122, 580042126]"
580042126,"[580042124, 580042129, 580042141]"
580042129,"[580042126, 580042132, 580042139]"
580042132,"[580042129, 580042134]"
580042134,"[580042132, 4388849207]"
580042137,[4388849207]
580042139,[580042129]
580042141,[580042126]
580042144,"[11214079, 4409319931, 1159217449]"
580042147,"[1159217288, 1159217373]"
580042150,"[1159217574, 4409319998]"
580042152,"[4409319998, 1159216536]"
580042155,"[1159216792, 580042157]"
580042157,"[580042155, 1159217367]"
580042160,"[1159216530, 580042162]"
580042162,"[580042160, 580042164]"
580042164,"[580042162, 580042168]"
580042168,"[580042164, 580042170]"
580042170,"[580042168, 3604858256]"
580042172,"[3913564782, 3913564770]"
580042174,"[920167294, 3604858299]"
580042176,"[3604858299, 580042178]"
580042178,"[580042176, 580042180]"
580042180,"[580042178, 3287607275, 3287607391]"
580042182,"[3287607275, 3287607283]"
580042184,"[3287607283, 3287607284]"
580042188,"[3621995253, 920167811]"
580042190,"[920167811, 3292346455]"
580042193,"[3287607090, 920167523]"
580042196,"[4228930391, 920168075, 3287607089]"
580042198,"[1160010646, 1160011038]"
580042201,"[1160010838, 1160009792]"
580042203,"[1160009792, 920167845]"
580042206,"[1160010040, 580042119, 1160010448]"
580042208,"[1527902411, 1527902416]"
580042210,"[1527902392, 1527902391]"
580042212,"[1527902412, 1527902417]"
580042214,"[1527902437, 1527902442]"
580042216,"[580042223, 3802578334, 1527902444, 1527902447]"
580042218,"[1527902458, 1527902464]"
580042219,"[1527902466, 1527902472]"
580042220,"[1527902490, 1527902485]"
580042221,"[1527902478, 1527902470]"
580042222,"[1527902462, 1527902456]"
580042223,"[3802578331, 580042216, 1527902453, 1527902448]"
580042224,"[1527902438, 1527902427, 1527902424]"
580042227,"[1527902476, 1527902484]"
580042228,"[1600838636, 4409319868]"
580042229,"[2311184604, 1159217452, 2960943543]"
580042231,"[2110397489, 2960974486]"
580042233,"[580042234, 2110397489]"
580042234,"[2476785239, 580042233]"
580042236,"[1838477612, 2476785239]"
